supermarket,no_of_items,variation,total,Payment Method,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,Gender,Weekly_Income_in_`000 (ksh),Spending_Score_(1-100),Age,Income Cluster
nakumatt,9,2,2997,mpesa,2017-06-19,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
nakumatt,6,4,3022,mpesa,2017-06-27,yes,10:36:00,morning,chain,junction,mid,Tuesday,weekday,no,Male,,,,
nakumatt,5,3,3044,mpesa,2017-05-30,yes,18:14:00,evening,chain,junction,mid,Tuesday,weekday,no,Male,,,,
nakumatt,18,2,3048,mpesa,2017-05-23,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,yes,Female,,,,
karrymart,5,3,3050,mpesa,2017-05-23,no,07:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,9,3,3034,mpesa,2017-05-23,no,05:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,1,3062,mpesa,2017-05-23,no,06:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,3,3056,mpesa,2017-05-23,no,13:23:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,1,3028,mpesa,2017-05-23,no,06:31:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3060,mpesa,2017-05-23,no,05:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3062,mpesa,2017-05-23,no,07:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,1,3090,mpesa,2017-05-23,no,07:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3042,mpesa,2017-05-23,no,07:18:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,3,3095,mpesa,2017-05-23,no,06:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,3,3109,mpesa,2017-05-23,no,06:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,3,3101,mpesa,2017-05-23,no,07:29:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3140,mpesa,2017-05-23,no,05:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3131,mpesa,2017-05-23,no,08:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3128,mpesa,2017-05-23,no,07:48:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,2,3177,mpesa,2017-05-23,no,07:03:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3140,mpesa,2017-05-23,no,05:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,1,3159,mpesa,2017-05-23,no,10:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3172,mpesa,2017-05-23,no,07:29:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,1,3211,mpesa,2017-05-23,no,08:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3190,mpesa,2017-05-23,no,07:45:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3203,mpesa,2017-05-23,no,05:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,1,3229,mpesa,2017-05-23,no,08:30:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,1,3194,mpesa,2017-05-23,no,07:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,1,3233,mpesa,2017-05-23,no,15:07:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,2,3235,mpesa,2017-05-23,no,06:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,2,3270,mpesa,2017-05-23,no,08:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,1,3248,mpesa,2017-05-23,no,07:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,3,3280,mpesa,2017-05-23,no,06:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,3,3286,mpesa,2017-05-23,no,14:38:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,3,3296,mpesa,2017-05-23,no,06:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,5,3,3311,mpesa,2017-05-23,no,21:27:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
nakumatt,18,3,3339,mpesa,2017-08-22,yes,18:50:00,evening,chain,junction,mid,Tuesday,weekday,no,Female,,,,
tuskys,5,3,3324,mpesa,2017-05-24,no,13:44:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
ukwala,7,4,3365,mpesa,2017-05-25,no,19:44:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
ukwala,5,3,3385,mpesa,2017-05-23,no,14:22:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
nakumatt,15,2,3356,mpesa,2017-05-23,yes,20:13:00,night,chain,junction,mid,Tuesday,weekday,no,Female,,,,
nakumatt,5,3,3404,mpesa,2017-05-23,no,15:39:00,afternoon,chain,cbd,mid,Tuesday,weekday,yes,Male,,,,
ukwala,5,4,3421,mpesa,2017-05-23,no,20:15:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,4,3417,mpesa,2017-05-23,no,20:22:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,10,4,3428,mpesa,2017-05-23,no,19:28:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,2,3467,mpesa,2017-05-23,no,17:42:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,10,4,3490,mpesa,2017-05-23,no,15:52:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,9,2,3525,mpesa,2017-05-23,no,12:14:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,10,4,3513,mpesa,2017-05-23,no,15:28:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,10,4,3562,mpesa,2017-05-23,no,08:12:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,10,4,3530,mpesa,2017-05-23,no,08:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,10,4,3595,mpesa,2017-05-23,no,15:09:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,15,2,3582,mpesa,2017-05-23,no,16:53:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,10,3,3641,mpesa,2017-05-23,no,13:39:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,10,4,3629,mpesa,2017-05-23,no,13:44:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,10,3,3675,mpesa,2017-05-23,no,13:28:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,10,3,3714,mpesa,2017-05-23,no,12:56:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,5,3773,mpesa,2017-05-23,no,15:41:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
tuskys,18,5,3720,mpesa,2017-05-23,no,17:36:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,5,3803,mpesa,2017-05-23,no,07:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,15,2,3809,mpesa,2017-05-23,no,07:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,10,5,3883,mpesa,2017-05-23,no,07:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,2,3903,mpesa,2017-05-23,no,07:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,10,5,3964,mpesa,2017-05-23,no,06:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,5,4040,mpesa,2017-05-23,no,06:37:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,5,4052,mpesa,2017-05-23,no,07:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,15,5,4131,mpesa,2017-05-23,no,05:30:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,5,4188,mpesa,2017-05-23,no,04:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,5,4265,mpesa,2017-05-23,no,05:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,15,2,4393,mpesa,2017-05-23,no,05:48:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,4495,mpesa,2017-05-23,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,4,4581,mpesa,2017-05-23,no,05:54:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,9,3,4645,mpesa,2017-05-23,no,06:25:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,4771,mpesa,2017-05-23,no,12:04:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,4806,mpesa,2017-05-23,no,21:04:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,4890,mpesa,2017-05-23,no,08:26:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,2,5053,mpesa,2017-05-23,no,08:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,5212,mpesa,2017-05-23,no,20:40:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,4,5443,mpesa,2017-05-23,no,15:03:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,5693,mpesa,2017-05-23,no,06:08:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,15,2,5796,mpesa,2017-05-23,no,20:39:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,4,6000,mpesa,2017-05-23,no,06:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,2,100,mpesa,2017-05-23,no,06:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,4,5979,mpesa,2017-05-23,no,06:29:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2437,mpesa,2017-05-23,no,10:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2250,mpesa,2017-05-23,no,07:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,1,2447,mpesa,2017-05-23,no,06:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2463,mpesa,2017-05-23,no,08:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2250,mpesa,2017-05-23,no,06:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2250,mpesa,2017-05-23,no,06:12:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2475,mpesa,2017-05-23,no,10:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2466,mpesa,2017-05-23,no,07:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,2,2469,mpesa,2017-05-23,no,06:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,2,2482,mpesa,2017-05-23,no,08:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2423,mpesa,2017-05-23,no,07:03:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2413,mpesa,2017-05-23,no,08:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,1500,mpesa,2017-05-23,no,07:01:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2485,mpesa,2017-05-23,no,09:11:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,9,3,2459,mpesa,2017-05-23,no,06:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2471,mpesa,2017-05-23,no,13:51:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,1,2417,mpesa,2017-05-23,no,14:14:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,1,2250,mpesa,2017-05-23,no,07:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2418,mpesa,2017-05-23,no,06:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,1,2478,mpesa,2017-05-23,no,05:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2455,mpesa,2017-05-23,no,16:39:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2428,mpesa,2017-05-23,no,08:18:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2418,mpesa,2017-05-23,no,05:54:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,1,2418,mpesa,2017-05-23,no,05:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,2,200,mpesa,2017-05-23,no,08:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,15,2,2580,mpesa,2017-05-23,no,06:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2397,mpesa,2017-05-23,no,08:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2561,mpesa,2017-05-23,no,08:37:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2598,mpesa,2017-05-23,no,08:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2518,mpesa,2017-05-23,no,17:31:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,700,mpesa,2017-05-23,no,08:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2477,mpesa,2017-05-23,no,06:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2493,mpesa,2017-05-23,no,19:42:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2590,mpesa,2017-05-23,no,05:39:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2397,mpesa,2017-05-23,no,06:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2405,mpesa,2017-05-23,no,07:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2436,mpesa,2017-05-23,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2407,mpesa,2017-05-23,no,06:11:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2453,mpesa,2017-05-23,no,06:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,2,2416,mpesa,2017-05-23,no,06:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2455,mpesa,2017-05-23,no,05:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2393,mpesa,2017-05-23,no,06:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2462,mpesa,2017-05-23,no,06:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2390,mpesa,2017-05-23,no,06:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2393,mpesa,2017-05-23,no,06:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2442,mpesa,2017-05-23,no,06:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2431,mpesa,2017-05-23,no,07:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2475,mpesa,2017-05-23,no,08:01:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2426,mpesa,2017-05-23,no,04:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,15,2,2396,mpesa,2017-05-23,no,07:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2250,mpesa,2017-05-23,no,07:31:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2427,mpesa,2017-05-23,no,07:18:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,18,1,2407,mpesa,2017-05-23,no,06:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2402,mpesa,2017-05-23,no,07:00:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2401,mpesa,2017-05-23,no,07:02:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2400,mpesa,2017-05-23,no,07:12:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2440,mpesa,2017-05-23,no,07:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2445,mpesa,2017-05-23,no,07:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2420,mpesa,2017-05-23,no,07:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2433,mpesa,2017-05-23,no,07:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2432,mpesa,2017-05-23,no,07:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,2520,mpesa,2017-05-23,no,06:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2250,mpesa,2017-05-23,no,06:26:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2431,mpesa,2017-05-23,no,07:39:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,18,2,2466,mpesa,2017-05-23,no,08:12:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,5,2,2250,mpesa,2017-05-23,no,08:08:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
karrymart,1,1,500,mpesa,2017-05-23,no,13:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,15,2,2250,mpesa,2017-05-23,no,13:09:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
karrymart,1,1,2454,mpesa,2017-05-23,no,11:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2250,mpesa,2017-05-23,no,06:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,2,2425,mpesa,2017-05-23,no,13:33:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2471,mpesa,2017-05-23,no,10:39:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2398,mpesa,2017-05-23,no,10:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2462,mpesa,2017-05-23,no,13:59:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,2,2447,mpesa,2017-05-23,no,16:54:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2453,mpesa,2017-05-23,no,17:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,1500,mpesa,2017-05-23,no,15:10:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,2,2442,mpesa,2017-05-23,no,12:21:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2495,cash,2017-05-23,no,10:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,2,2431,cash,2017-05-23,no,13:31:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2403,cash,2017-05-23,no,06:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2250,cash,2017-05-23,no,18:22:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2460,cash,2017-05-23,no,11:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2482,cash,2017-05-23,no,09:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2250,cash,2017-05-23,no,11:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2492,cash,2017-05-23,no,09:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
tuskys,1,1,2401,cash,2017-05-16,no,18:31:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2401,cash,2017-05-16,no,12:48:00,afternoon,chain,umoja,mid,Tuesday,weekday,no,Male,,,,
nakumatt,1,1,2458,cash,2017-05-30,yes,18:14:00,evening,chain,junction,mid,Tuesday,weekday,no,Female,,,,
nakumatt,18,2,2486,cash,2017-05-23,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,yes,Female,,,,
chandarana,1,1,2497,cash,2017-05-23,no,07:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,9,3,2493,cash,2017-05-23,no,05:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2433,cash,2017-05-23,no,06:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2395,cash,2017-05-23,no,12:39:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2446,cash,2017-05-23,no,03:19:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2419,cash,2017-05-23,no,08:25:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2462,cash,2017-05-23,no,08:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2439,cash,2021-05-11,no,08:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2434,cash,2017-05-23,no,08:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2478,cash,2017-05-23,no,08:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2393,cash,2017-05-23,no,08:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2431,cash,2017-05-23,no,07:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2439,cash,2017-05-23,no,07:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2400,cash,2017-05-23,no,10:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2446,cash,2017-05-23,no,08:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2450,cash,2017-05-23,no,08:40:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2399,cash,2017-05-23,no,08:06:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2462,cash,2017-05-23,no,07:36:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2403,cash,2017-05-23,no,08:15:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2425,cash,2017-05-23,no,03:28:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2495,cash,2017-05-23,no,09:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2469,cash,2017-05-23,no,07:18:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2425,cash,2017-05-23,no,06:08:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2250,cash,2017-05-23,no,07:39:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2448,cash,2017-05-23,no,07:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2250,cash,2017-05-23,no,09:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2440,cash,2017-05-23,no,07:34:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2449,cash,2017-05-23,no,06:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2494,cash,2017-05-23,no,07:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2392,cash,2017-05-23,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2410,cash,2017-05-23,no,06:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2452,cash,2017-05-23,no,07:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2420,cash,2017-05-23,no,07:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2421,cash,2017-05-23,no,07:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2434,cash,2017-05-23,no,08:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2250,cash,2017-05-23,no,07:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2390,cash,2017-05-23,no,07:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2395,cash,2017-05-23,no,07:00:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2416,cash,2017-05-23,no,06:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2479,cash,2017-05-23,no,07:04:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2459,cash,2017-05-23,no,07:30:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2426,cash,2017-05-23,no,06:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2453,cash,2017-05-23,no,06:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2406,cash,2017-05-23,no,06:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
